Current Test,Time,X,Y,Z,X2,Y2,Z2
,30026,751.55145,238.00372,553.1511,,,
,30042,751.9276,238.33514,553.44855,,,
,30059,752.4146,238.49335,553.52014,,,
,30076,752.8555,238.61981,553.5842,,,
,30092,754.16956,238.7912,553.966,,,
,30109,755.5088,238.92798,554.45465,,,
,30128,756.46576,239.01251,554.7883,,,
,30142,757.247,238.88507,554.94226,,,
,30159,758.0772,238.80762,555.36365,,,
,30176,758.0772,238.80762,555.36365,,,
,30192,758.7699,238.74298,555.71533,,,
,30209,760.5017,238.38788,557.676,,,
,30226,761.6192,238.1344,558.85034,,,
,30242,762.3647,238.07355,559.94617,,,
,30259,762.98645,237.9256,560.8146,,,
,30276,763.5249,237.69696,561.41986,,,
,30292,763.7033,237.67047,561.56665,,,
,30309,763.7847,237.63861,561.635,,,
,30325,763.7496,237.69318,561.7178,,,
